Penetrance,CaseCars,ControlCars,TotControls,TotCases,Scenario
0.05,0,0,7636365,77135,1
0.05,0,0,6476553,65419,1
0.05,0,0,7175299,72477,1
0.05,0,0,7263828,73372,1
0.05,0,0,6059027,61202,1
0.05,0,0,7715107,77930,1
0.05,0,0,7803608,78824,1
0.05,119,2264,6693326,67705,1
0.05,0,0,6707893,67756,1
0.05,708,13469,6994849,71226,1
0.05,0,0,6749029,68172,1
0.05,0,0,6925655,69956,1
0.05,0,0,7144750,72169,1
0.05,0,0,6477489,65429,1
0.05,308,5855,6836821,69307,1
0.05,0,0,6825220,68941,1
0.05,88,1678,6717609,67925,1
0.05,569,10827,6946238,70623,1
0.05,0,0,6638525,67055,1
0.05,0,0,6058051,61192,1
0.05,1962,37279,6796608,70238,1
0.05,0,0,7417295,74922,1
0.05,187,3557,7471133,75617,1
0.05,998,18962,6943228,70940,1
0.05,1513,28751,6737147,69274,1
0.05,0,0,7487814,75634,1
0.05,0,0,6783038,68515,1
0.05,70,1342,6655426,67282,1
0.05,82,1567,7441476,75232,1
0.05,367,6987,6697362,67946,1
0.05,0,0,8062675,81441,1
0.05,0,0,7407062,74818,1
0.05,1002,19056,6712574,68613,1
0.05,601,11425,7261932,73838,1
0.05,0,0,6234603,62975,1
0.05,79,1506,7731891,78163,1
0.05,609,11579,6953409,70728,1
0.05,0,0,7330639,74046,1
0.05,706,13420,7262993,73934,1
0.05,0,0,6324208,63880,1
0.05,0,0,6699734,67674,1
0.05,1336,25395,7657805,78431,1
0.05,203,3875,6224578,63038,1
0.05,430,8188,7628201,77399,1
0.05,0,0,6396331,64609,1
0.05,0,0,7372612,74470,1
0.05,0,0,6473537,65389,1
0.05,0,0,7052927,71241,1
0.05,1150,21859,7048217,72123,1
0.05,1455,27664,6542490,67261,1
0.05,213,4061,6826166,69123,1
0.05,0,0,6968258,70386,1
0.05,441,8389,6398734,64989,1
0.05,0,0,6722053,67899,1
0.05,278,5284,6671037,67608,1
0.05,0,0,7328335,74023,1
0.05,338,6437,7448087,75506,1
0.05,1155,21964,6564986,67246,1
0.05,1533,29137,7000987,71955,1
0.05,0,0,6761358,68296,1
0.05,1225,23292,7921076,81000,1
0.05,0,0,6115424,61771,1
0.05,0,0,6692782,67603,1
0.05,0,0,6919817,69897,1
0.05,0,0,7264725,73381,1
0.05,0,0,7678823,77563,1
0.05,0,0,6916589,69864,1
0.05,932,17710,7455353,76059,1
0.05,1401,26624,6466110,66446,1
0.05,1037,19718,5900900,60442,1
0.05,337,6411,7075536,71742,1
0.05,0,0,7381935,74565,1
0.05,0,0,6941590,70117,1
0.05,1110,21105,6984095,71443,1
0.05,0,0,7382989,74575,1
0.05,0,0,7506809,75826,1
0.05,1024,19467,6901249,70536,1
0.05,0,0,6977158,70476,1
0.05,0,0,7095814,71674,1
0.05,0,0,6848072,69172,1
0.05,0,0,6825025,68939,1
0.05,0,0,7920571,80005,1
0.05,0,0,7120599,71925,1
0.05,0,0,6074824,61361,1
0.05,0,0,6942406,70125,1
0.05,0,0,7044314,71154,1
0.05,0,0,6851549,69207,1
0.05,37,716,6943856,70169,1
0.05,0,0,7294655,73683,1
0.05,246,4686,7149363,72414,1
0.05,1145,21768,7139380,73040,1
0.05,904,17187,7289366,74360,1
0.05,0,0,7649601,77268,1
0.05,0,0,7100388,71721,1
0.05,14,281,7397521,74733,1
0.05,60,1159,6429507,64992,1
0.05,806,15317,7116300,72533,1
0.05,0,0,7185304,72578,1
0.05,0,0,6830053,68990,1
0.05,0,0,8242678,83259,1
0.05,1055,20054,7702156,78651,1
0.05,0,0,7033601,71046,1
0.05,1620,30789,6713369,69120,1
0.05,125,2393,7716272,78042,1
0.05,0,0,6952236,70224,1
0.05,0,0,7043451,71145,1
0.05,0,0,7704147,77819,1
0.05,568,10806,6885668,70011,1
0.05,1328,25241,7459460,76421,1
0.05,0,0,5975957,60363,1
0.05,0,0,6065236,61265,1
0.05,0,0,7319043,73929,1
0.05,0,0,7445949,75211,1
0.05,0,0,7281291,73548,1
0.05,340,6469,6633571,67280,1
0.05,31,600,7219384,72948,1
0.05,479,9103,7349478,74624,1
0.05,0,0,5832476,58913,1
0.05,401,7631,7133148,72375,1
0.05,1309,24885,7780536,79648,1
0.05,0,0,6654101,67213,1
0.05,46,882,7068689,71437,1
0.05,101,1933,6667527,67430,1
0.05,1865,35453,6671362,68894,1
0.05,0,0,8011437,80923,1
0.05,0,0,7599510,76762,1
0.05,0,0,7638791,77159,1
0.05,0,0,6637572,67046,1
0.05,127,2431,6486987,65627,1
0.05,1122,21327,6915025,70755,1
0.05,0,0,7424266,74992,1
0.05,2101,39934,7724085,79718,1
0.05,0,0,7047745,71189,1
0.05,0,0,6917328,69871,1
0.05,417,7939,8154609,82706,1
0.05,0,0,6669296,67366,1
0.05,680,12926,7446053,75762,1
0.05,0,0,6917894,69877,1
0.05,0,0,7488255,75638,1
0.05,0,0,7369559,74439,1
0.05,0,0,7144160,72163,1
0.05,733,13928,6978589,71083,1
0.05,0,0,7488460,75641,1
0.05,0,0,7327931,74019,1
0.05,0,0,6956099,70263,1
0.05,0,0,6893318,69629,1
0.05,0,0,7578475,76550,1
0.05,181,3458,6846042,69298,1
0.05,0,0,6700437,67681,1
0.05,0,0,6883580,69531,1
0.05,0,0,6943288,70134,1
0.05,441,8392,8045621,81625,1
0.05,28,535,7124507,71987,1
0.05,207,3946,5919500,59960,1
0.05,0,0,7269023,73424,1
0.05,0,0,7301195,73749,1
0.05,2747,52195,7314383,76102,1
0.05,1962,37287,7035380,72649,1
0.05,0,0,7528074,76041,1
0.05,0,0,6998152,70688,1
0.05,1058,20120,7353716,75134,1
0.05,0,0,8117897,81998,1
0.05,1343,25534,7108957,72892,1
0.05,156,2966,6897226,69794,1
0.05,1255,23864,7760688,79404,1
0.05,0,0,7660445,77378,1
0.05,2499,47481,7678039,79575,1
0.05,0,0,7560552,76369,1
0.05,660,12540,7064187,71888,1
0.05,0,0,6120051,61818,1
0.05,636,12088,7441468,75680,1
0.05,0,0,7235156,73082,1
0.05,0,0,6592968,66595,1
0.05,283,5395,7718295,78191,1
0.05,0,0,7303150,73769,1
0.05,757,14399,7618439,77565,1
0.05,0,0,8005407,80862,1
0.05,1849,35143,7011031,72312,1
0.05,0,0,6453953,65191,1
0.05,106,2018,6336373,64089,1
0.05,0,0,6473383,65387,1
0.05,0,0,7623079,77000,1
0.05,340,6465,7509706,76130,1
0.05,690,13110,7194238,73226,1
0.05,0,0,6891935,69615,1
0.05,494,9391,6881002,69904,1
0.05,324,6175,6172286,62607,1
0.05,0,0,7434290,75093,1
0.05,1588,30189,7191355,73923,1
0.05,0,0,7447073,75222,1
0.05,126,2413,7538984,76252,1
0.05,0,0,6878189,69476,1
0.05,0,0,7240282,73134,1
0.05,183,3494,6892877,69772,1
0.05,0,0,7309433,73832,1
0.05,0,0,6548790,66149,1
0.05,1383,26284,7219288,74039,1
0.05,204,3890,6896209,69823,1
0.05,0,0,7856436,79357,1
0.05,0,0,6485682,65511,1
0.05,0,0,7196405,72690,1
0.05,138,2624,6933721,70149,1
0.05,1831,34793,7480495,77040,1
0.05,0,0,7052088,71233,1
0.05,1442,27401,7640403,78341,1
0.05,734,13947,6801761,69297,1
0.05,0,0,6651945,67191,1
0.05,0,0,7181464,72540,1
0.05,0,0,7031321,71023,1
0.05,214,4078,7849722,79462,1
0.05,0,0,8176249,82588,1
0.05,1020,19384,7576165,77351,1
0.05,0,0,7650553,77278,1
0.05,0,0,6719282,67871,1
0.05,0,0,6771366,68397,1
0.05,0,0,7501699,75774,1
0.05,256,4875,6645758,67335,1
0.05,0,0,6983935,70544,1
0.05,340,6477,7747368,78530,1
0.05,0,0,7005232,70759,1
0.05,0,0,6922104,69920,1
0.05,0,0,7354425,74287,1
0.05,526,10011,6939033,70516,1
0.05,0,0,7715006,77929,1
0.05,0,0,7066582,71379,1
0.05,1170,22249,7866053,80400,1
0.05,1231,23392,7256927,74297,1
0.05,0,0,7004696,70754,1
0.05,201,3835,7673179,77669,1
0.05,594,11287,7454048,75773,1
0.05,0,0,7079660,71511,1
0.05,0,0,7074104,71455,1
0.05,58,1102,6787633,68608,1
0.05,0,0,6324072,63879,1
0.05,0,0,7597868,76746,1
0.05,0,0,8203526,82863,1
0.05,0,0,7947278,80275,1
0.05,717,13636,7315416,74472,1
0.05,397,7547,6683514,67831,1
0.05,0,0,7734523,78126,1
0.05,0,0,6741616,68097,1
0.05,0,0,6574190,66405,1
0.05,535,10179,7711589,78327,1
0.05,0,0,6959284,70295,1
0.05,454,8639,7157680,72666,1
0.05,482,9160,7496952,76116,1
0.05,3025,57475,7527826,78483,1
0.05,0,0,6570828,66372,1
0.05,78,1499,7700810,77848,1
0.05,169,3219,6824142,69067,1
0.05,0,0,8364142,84486,1
0.05,0,0,7605742,76825,1
0.05,435,8272,6988073,70938,1
0.05,0,0,6980810,70513,1
0.05,0,0,8234879,83180,1
0.05,0,0,6452819,65179,1
0.05,915,17385,7536401,76864,1
0.05,0,0,5687164,57446,1
0.05,0,0,7186600,72591,1
0.05,0,0,6648817,67159,1
0.05,0,0,6035352,60963,1
0.05,0,0,7191910,72645,1
0.05,0,0,6734569,68025,1
0.05,856,16277,6036566,61666,1
0.05,0,0,6366808,64311,1
0.05,0,0,7537915,76140,1
0.05,0,0,6515665,65814,1
0.05,0,0,7687401,77650,1
0.05,1321,25108,7539204,77220,1
0.05,0,0,7189010,72616,1
0.05,1398,26568,7237637,74237,1
0.05,182,3466,7368085,74572,1
0.05,1875,35637,6907200,71284,1
0.05,736,13984,7670859,78078,1
0.05,783,14894,6836374,69686,1
0.05,0,0,7463217,75386,1
0.05,0,0,6756866,68251,1
0.05,0,0,7156962,72292,1
0.05,331,6302,6774753,68699,1
0.05,249,4741,6365628,64500,1
0.05,328,6242,7172448,72713,1
0.05,89,1703,6251426,63217,1
0.05,79,1512,7037101,71145,1
0.05,1628,30938,6986909,71890,1
0.05,55,1053,7225976,73034,1
0.05,1102,20942,7432947,75970,1
0.05,1620,30794,6787999,69874,1
0.05,443,8425,6895779,70012,1
0.05,0,0,7251851,73251,1
0.05,317,6026,6737923,68315,1
0.05,94,1805,6673840,67488,1
0.05,0,0,7229995,73030,1
0.05,0,0,6755429,68236,1
0.05,312,5944,8244688,83531,1
0.05,751,14280,7225725,73593,1
0.05,0,0,7282971,73565,1
0.05,546,10387,7308029,74259,1
0.05,35,667,7589212,76686,1
0.05,309,5885,7414336,75141,1
0.05,704,13387,7567559,77008,1
0.05,326,6197,6273129,63628,1
0.05,0,0,7678167,77557,1
0.05,351,6683,8023391,81327,1
0.05,517,9837,7530316,76481,1
0.05,0,0,6542266,66083,1
0.05,1458,27702,6357090,65391,1
0.05,806,15329,6716552,68495,1
0.05,1213,23058,6781153,69476,1
0.05,451,8582,6469804,65715,1
0.05,0,0,6871258,69406,1
0.05,41,780,5972333,60359,1
0.05,347,6600,7513393,76173,1
0.05,1145,21757,7182764,73478,1
0.05,0,0,6927566,69975,1
0.05,0,0,7373141,74476,1
0.05,219,4172,6618604,67031,1
0.05,0,0,6274976,63383,1
0.05,562,10691,6792338,69063,1
0.05,0,0,6957359,70276,1
0.05,0,0,6974302,70447,1
0.05,0,0,6900858,69705,1
0.05,0,0,6950648,70208,1
0.05,165,3136,7250894,73374,1
0.05,1340,25479,6949631,71280,1
0.05,334,6352,7003079,71008,1
0.05,616,11710,6960174,70802,1
0.05,0,0,7029683,71006,1
0.05,0,0,7189652,72622,1
0.05,605,11506,6212402,63240,1
0.05,0,0,7184947,72575,1
0.05,442,8413,6520093,66216,1
0.05,266,5069,6378253,64641,1
0.05,497,9443,7712055,78301,1
0.05,352,6695,7208020,73092,1
0.05,0,0,6372165,64365,1
0.05,1055,20051,8039931,82063,1
0.05,368,7000,6671442,67685,1
0.05,0,0,7039976,71110,1
0.05,0,0,7158744,72310,1
0.05,0,0,6746940,68150,1
0.05,0,0,7049034,71202,1
0.05,0,0,7315506,73894,1
0.05,0,0,7297950,73716,1
0.05,0,0,6296059,63596,1
0.05,0,0,6925491,69954,1
0.05,0,0,6943896,70140,1
0.05,0,0,7118905,71908,1
0.05,1001,19020,6859501,70096,1
0.05,1347,25604,7333998,75169,1
0.05,0,0,7174653,72471,1
0.05,817,15529,6884618,70201,1
0.05,0,0,6728390,67963,1
0.05,102,1949,7588730,76736,1
0.05,2173,41287,6780075,70241,1
0.05,385,7319,7379670,74853,1
0.05,0,0,6790339,68589,1
0.05,0,0,6978829,70493,1
0.05,0,0,6574867,66412,1
0.05,0,0,6854905,69241,1
0.05,0,0,6659866,67271,1
0.05,0,0,7785144,78637,1
0.05,34,659,7240871,73167,1
0.05,0,0,7570237,76467,1
0.05,0,0,6781403,68499,1
0.05,0,0,7429162,75042,1
0.05,990,18815,7384492,75390,1
0.05,1646,31276,6892678,70953,1
0.05,0,0,7080315,71518,1
0.05,0,0,7394376,74690,1
0.05,0,0,7151867,72241,1
0.05,802,15243,6842382,69763,1
0.05,0,0,7162974,72353,1
0.05,338,6438,7317533,74187,1
0.05,0,0,7840293,79194,1
0.05,330,6278,7056759,71546,1
0.05,946,17989,7686355,78404,1
0.05,0,0,7034374,71054,1
0.05,425,8082,6693955,67959,1
0.05,436,8300,7690302,78031,1
0.05,1071,20368,7978916,81460,1
0.05,2438,46339,6965342,72326,1
0.05,522,9920,7344391,74607,1
0.05,0,0,7744495,78227,1
0.05,0,0,6107310,61690,1
0.05,339,6457,6371696,64634,1
0.05,859,16336,7090257,72312,1
0.05,618,11757,7458051,75833,1
0.05,0,0,7234654,73077,1
0.05,1219,23169,7333413,75059,1
0.05,0,0,7380999,74555,1
0.05,2377,45175,6863512,71249,1
0.05,0,0,6522428,65883,1
0.05,145,2762,6696449,67758,1
0.05,0,0,7449660,75249,1
0.05,1413,26852,7427989,76171,1
0.05,0,0,6317439,63812,1
0.05,184,3506,7085690,71721,1
0.05,2934,55746,7376805,76884,1
0.05,0,0,7404829,74796,1
0.05,0,0,7819416,78983,1
0.05,0,0,7227267,73002,1
0.05,73,1406,7491741,75732,1
0.05,252,4789,7169153,72619,1
0.05,638,12135,8057220,81901,1
0.05,1048,19920,7806011,79695,1
0.05,1377,26169,6982766,71645,1
0.05,2781,52843,6605165,68966,1
0.05,292,5550,6877591,69706,1
0.05,0,0,6450213,65153,1
0.05,0,0,7074936,71463,1
0.05,445,8468,7085358,71928,1
0.05,0,0,6960916,70312,1
0.05,1207,22938,6823321,69897,1
0.05,2974,56507,7366685,76814,1
0.05,1425,27091,6772688,69562,1
0.05,0,0,7480522,75560,1
0.05,0,0,6476864,65422,1
0.05,109,2078,7146244,72272,1
0.05,869,16526,6364738,64992,1
0.05,1028,19538,7682851,78435,1
0.05,1376,26144,6568065,67456,1
0.05,0,0,6883682,69532,1
0.05,0,0,6456164,65213,1
0.05,0,0,6566669,66329,1
0.05,1237,23521,6734551,69025,1
0.05,0,0,6978988,70494,1
0.05,0,0,6999536,70702,1
0.05,0,0,7313313,73871,1
0.05,0,0,6956757,70270,1
0.05,0,0,7455359,75306,1
0.05,211,4009,6617944,67018,1
0.05,0,0,7334731,74088,1
0.05,2032,38624,6391291,66200,1
0.05,0,0,6423357,64882,1
0.05,879,16720,6390490,65260,1
0.05,0,0,6380420,64448,1
0.05,0,0,7500546,75763,1
0.05,0,0,6655551,67227,1
0.05,1450,27557,7528276,77214,1
0.05,172,3270,7302243,73898,1
0.05,406,7725,6758751,68598,1
0.05,38,736,6694278,67649,1
0.05,1922,36531,6129942,63471,1
0.05,305,5804,7851945,79558,1
0.05,0,0,7185612,72581,1
0.05,0,0,7376099,74506,1
0.05,179,3401,7044194,71298,1
0.05,360,6842,6981666,70812,1
0.05,0,0,8345905,84302,1
0.05,0,0,6159076,62212,1
0.05,0,0,6658986,67262,1
0.05,1005,19104,7696525,78554,1
0.05,0,0,7362656,74370,1
0.05,0,0,7897931,79777,1
0.05,0,0,5986398,60468,1
0.05,122,2326,6920583,70003,1
0.05,1812,34442,6047346,62548,1
0.05,0,0,7498782,75745,1
0.05,521,9916,7394094,75108,1
0.05,0,0,7175253,72477,1
0.05,0,0,7254761,73280,1
0.05,889,16908,7128508,72723,1
0.05,547,10403,7406626,75256,1
0.05,0,0,7439726,75148,1
0.05,0,0,7581046,76576,1
0.05,2253,42813,6166359,64106,1
0.05,79,1516,7830659,79161,1
0.05,586,11152,7260652,73813,1
0.05,0,0,7819691,78986,1
0.05,126,2403,7010319,70913,1
0.05,627,11926,8026875,81586,1
0.05,843,16032,6668523,68039,1
0.05,0,0,6967208,70375,1
0.05,0,0,7648936,77261,1
0.05,543,10318,5913148,60167,1
0.05,0,0,7747164,78254,1
0.05,0,0,6511010,65767,1
0.05,0,0,7018008,70888,1
0.05,91,1742,7038140,71165,1
0.05,0,0,7968782,80492,1
0.05,2183,41479,6895389,71414,1
0.05,0,0,8044546,81258,1
0.05,572,10885,7445074,75664,1
0.05,0,0,6762479,68307,1
0.05,705,13399,6756107,68813,1
0.05,0,0,6369951,64342,1
0.05,0,0,6259981,63232,1
0.05,0,0,7350834,74250,1
0.05,0,0,6222643,62854,1
0.05,0,0,6388471,64530,1
0.05,1929,36654,6930585,71564,1
0.05,0,0,7912264,79921,1
0.05,0,0,7594121,76708,1
0.05,0,0,6999069,70697,1
0.05,645,12266,6373853,64903,1
0.05,86,1643,7342615,74237,1
0.05,948,18012,6643493,67872,1
0.05,0,0,7349902,74241,1
0.05,0,0,7669094,77465,1
0.05,1109,21089,6476732,66317,1
0.05,275,5232,8116381,82205,1
0.05,0,0,7656111,77334,1
0.05,1184,22515,8207085,83856,1
0.05,0,0,7640475,77176,1
0.05,752,14294,8127112,82699,1
0.05,0,0,7712269,77901,1
0.05,0,0,7163868,72362,1
0.05,2162,41088,7246956,74948,1
0.05,0,0,6771422,68398,1
0.05,665,12650,6420187,65387,1
0.05,0,0,6669754,67371,1
0.05,248,4730,6916781,70066,1
0.05,0,0,7469586,75450,1
0.05,720,13695,6065625,61850,1
0.05,0,0,7133808,72058,1
0.05,0,0,6411262,64760,1
0.05,0,0,7522643,75986,1
0.05,0,0,5931834,59917,1
0.05,438,8325,7599449,77116,1
0.05,0,0,7050423,71216,1
0.05,0,0,6929592,69995,1
0.05,0,0,6969417,70398,1
0.05,1163,22104,7382190,75507,1
0.05,1112,21147,7864924,80342,1
0.05,2026,38498,6693251,69245,1
0.05,0,0,7100888,71726,1
0.05,67,1273,7837700,79222,1
0.05,0,0,7135087,72071,1
0.05,1119,21280,6584500,67414,1
0.05,1208,22954,6659997,68248,1
0.05,0,0,7106046,71778,1
0.05,1135,21574,7053348,72163,1
0.05,1902,36148,6345054,65628,1
0.05,323,6142,6753433,68477,1
0.05,0,0,7181266,72538,1
0.05,0,0,7752128,78304,1
0.05,530,10076,7016776,71304,1
0.05,0,0,6730334,67983,1
0.05,0,0,7111683,71835,1
0.05,0,0,6759137,68274,1
0.05,0,0,7557762,76341,1
0.05,0,0,8680100,87677,1
0.05,640,12173,7123399,72470,1
0.05,487,9256,7132128,72435,1
0.05,0,0,6997047,70677,1
0.05,1629,30951,7208186,74126,1
0.05,1324,25163,6267138,64374,1
0.05,381,7240,6983889,70852,1
0.05,470,8942,7575674,76901,1
0.05,0,0,6534772,66007,1
0.05,0,0,8128512,82106,1
0.05,1316,25022,7116100,72943,1
0.05,868,16502,7532696,76789,1
0.05,478,9088,7359336,74722,1
0.05,777,14765,7577753,77170,1
0.05,0,0,7317860,73917,1
0.05,0,0,6587185,66537,1
0.05,339,6442,7134562,72340,1
0.05,0,0,7060824,71321,1
0.05,1026,19506,7344879,75019,1
0.05,147,2796,7954665,80468,1
0.05,187,3566,7513094,76040,1
0.05,0,0,6693634,67612,1
0.05,0,0,7851641,79309,1
0.05,0,0,7147418,72196,1
0.05,0,0,6804666,68733,1
0.05,154,2944,6534345,66127,1
0.05,0,0,6534948,66009,1
0.05,0,0,7486976,75626,1
0.05,511,9720,7422913,75391,1
0.05,0,0,6652818,67200,1
0.05,265,5048,6634265,67226,1
0.05,0,0,7627533,77045,1
0.05,0,0,6909436,69792,1
0.05,0,0,6549002,66151,1
0.05,122,2335,6599876,66763,1
0.05,1918,36451,7086293,73128,1
0.05,0,0,7276126,73496,1
0.05,0,0,7360285,74346,1
0.05,0,0,7062888,71342,1
0.05,0,0,7469519,75449,1
0.05,47,893,6439122,65079,1
0.05,0,0,6819706,68885,1
0.05,373,7103,7327133,74312,1
0.05,0,0,7837458,79166,1
0.05,278,5294,7339345,74359,1
0.05,166,3155,7428124,75165,1
0.05,0,0,7109388,71811,1
0.05,0,0,7250991,73242,1
0.05,1589,30210,6911622,71098,1
0.05,0,0,7117010,71888,1
0.05,0,0,6488952,65544,1
0.05,366,6962,6730389,68279,1
0.05,0,0,7365712,74401,1
0.05,0,0,7146810,72189,1
0.05,0,0,8446235,85315,1
0.05,0,0,7035516,71065,1
0.05,1064,20230,6720147,68739,1
0.05,394,7504,7400223,75067,1
0.05,0,0,6945914,70160,1
0.05,381,7258,7888147,79985,1
0.05,173,3303,6915952,69997,1
0.05,0,0,6818871,68877,1
0.05,0,0,7626719,77037,1
0.05,0,0,6515973,65817,1
0.05,0,0,6680716,67481,1
0.05,0,0,7781460,78600,1
0.05,0,0,6696020,67636,1
0.05,0,0,7088788,71603,1
0.05,0,0,6575891,66423,1
0.05,610,11603,6847863,69663,1
0.05,0,0,7111718,71835,1
0.05,113,2152,6645222,67214,1
0.05,0,0,7674927,77524,1
0.05,551,10486,7242138,73597,1
0.05,738,14030,7733723,78714,1
0.05,0,0,8120297,82023,1
0.05,0,0,7491752,75674,1
0.05,128,2447,6739939,68183,1
0.05,45,873,7570344,76504,1
0.05,0,0,7275881,73493,1
0.05,1129,21453,6726954,68861,1
0.05,2503,47565,7967549,82502,1
0.05,2740,52060,7620969,79193,1
0.05,0,0,6320807,63846,1
0.05,277,5268,6738604,68290,1
0.05,493,9383,8292492,84160,1
0.05,502,9545,7662639,77805,1
0.05,384,7313,6560487,66577,1
0.05,115,2194,7273734,73564,1
0.05,0,0,7308952,73827,1
0.05,1516,28813,6607469,67967,1
0.05,0,0,6844079,69132,1
0.05,1213,23061,7498560,76723,1
0.05,0,0,7015381,70862,1
0.05,326,6203,6604716,66977,1
0.05,1451,27576,7573615,77673,1
0.05,1903,36173,7586172,78165,1
0.05,0,0,6666770,67341,1
0.05,782,14859,7512553,76516,1
0.05,0,0,6876742,69462,1
0.05,0,0,7399851,74745,1
0.05,0,0,6863109,69324,1
0.05,609,11585,7562500,76880,1
0.05,0,0,7748405,78266,1
0.05,474,9006,7277653,73894,1
0.05,396,7532,6418118,65149,1
0.05,1279,24316,6863096,70357,1
0.05,0,0,6788648,68572,1
0.05,1373,26092,7233702,74177,1
0.05,1025,19476,6944357,70973,1
0.05,0,0,7022859,70937,1
0.05,0,0,6684802,67523,1
0.05,2450,46561,5917068,61748,1
0.05,398,7566,7470246,75778,1
0.05,383,7287,7414181,75200,1
0.05,0,0,7134512,72065,1
0.05,0,0,7345032,74192,1
0.05,0,0,7820673,78996,1
0.05,1081,20542,7852959,80196,1
0.05,1755,33364,6628699,68374,1
0.05,0,0,6840085,69091,1
0.05,555,10549,6033884,61396,1
0.05,221,4203,6518142,66018,1
0.05,250,4750,6755505,68439,1
0.05,0,0,7376933,74514,1
0.05,2656,50477,7171223,74582,1
0.05,0,0,7930185,80102,1
0.05,96,1827,6829734,69064,1
0.05,0,0,7300922,73746,1
0.05,0,0,6217719,62805,1
0.05,0,0,6548328,66144,1
0.05,2317,44030,7654527,79190,1
0.05,0,0,6491173,65567,1
0.05,0,0,7112490,71843,1
0.05,726,13809,7321861,74544,1
0.05,1800,34216,6835192,70496,1
0.05,0,0,6961155,70314,1
0.05,0,0,7258822,73321,1
0.05,0,0,6547291,66134,1
0.05,0,0,7143384,72155,1
0.05,256,4878,7430549,75262,1
0.05,0,0,7285631,73592,1
0.05,1889,35901,7934905,81676,1
0.05,0,0,7116948,71888,1
0.05,0,0,7300608,73743,1
0.05,828,15733,6792612,69281,1
0.05,0,0,6130025,61919,1
0.05,1125,21380,7271143,74354,1
0.05,926,17595,6322339,64610,1
0.05,0,0,6798178,68668,1
0.05,839,15947,6552189,66861,1
0.05,0,0,7594180,76708,1
0.05,0,0,6594188,66607,1
0.05,0,0,7006196,70769,1
0.05,330,6282,7862269,79683,1
0.05,64,1231,7116742,71937,1
0.05,0,0,7569628,76460,1
0.05,0,0,6522599,65884,1
0.05,0,0,6722482,67903,1
0.05,639,12157,6709464,68288,1
0.05,0,0,7083214,71547,1
0.05,688,13079,6494802,66159,1
0.05,0,0,7989044,80697,1
0.05,85,1629,6792521,68679,1
0.05,129,2453,7166623,72494,1
0.05,907,17246,6353947,64914,1
0.05,0,0,7683930,77615,1
0.05,462,8781,6348308,64497,1
0.05,0,0,7238456,73115,1
0.05,1247,23698,7654603,78326,1
0.05,42,804,7047519,71220,1
0.05,1051,19975,7415845,75756,1
0.05,0,0,6202365,62650,1
0.05,0,0,6578947,66454,1
0.05,1393,26474,8291923,84882,1
0.05,264,5028,6801953,68919,1
0.05,0,0,7068709,71401,1
0.05,246,4677,7713338,78111,1
0.05,0,0,7167183,72395,1
0.05,1189,22605,6748101,69123,1
0.05,0,0,6276453,63398,1
0.05,524,9969,6464611,65722,1
0.05,0,0,7873841,79533,1
0.05,44,852,6836402,69089,1
0.05,0,0,8082403,81640,1
0.05,0,0,6278000,63414,1
0.05,0,0,7460120,75354,1
0.05,181,3446,6940188,70249,1
0.05,0,0,6208769,62714,1
0.05,486,9242,6344925,64482,1
0.05,213,4054,6826238,69123,1
0.05,1186,22544,6214732,63733,1
0.05,394,7502,6861447,69625,1
0.05,0,0,7238146,73112,1
0.05,547,10408,7868126,79917,1
0.05,302,5741,7439794,75393,1
0.05,808,15362,7609064,77512,1
0.05,315,6003,6745496,68390,1
0.05,1911,36312,6446378,66659,1
0.05,0,0,7204077,72768,1
0.05,0,0,6791574,68601,1
0.05,0,0,6552872,66190,1
0.05,0,0,6634928,67019,1
0.05,0,0,6348636,64127,1
0.05,0,0,7416927,74918,1
0.05,130,2488,6832163,69116,1
0.05,0,0,7145094,72172,1
0.05,417,7926,6928386,70320,1
0.05,0,0,7541425,76176,1
0.05,0,0,8697140,87849,1
0.05,623,11850,7468341,75941,1
0.05,1386,26344,6728143,69080,1
0.05,0,0,7895457,79752,1
0.05,0,0,6608927,66756,1
0.05,738,14034,7223801,73563,1
0.05,0,0,7731582,78096,1
0.05,1014,19278,7674709,78341,1
0.05,0,0,6938735,70088,1
0.05,0,0,7917920,79978,1
0.05,0,0,6525163,65910,1
0.05,0,0,7086635,71582,1
0.05,2621,49800,6349976,66259,1
0.05,0,0,7369877,74443,1
0.05,0,0,6199856,62624,1
0.05,692,13163,7878710,80141,1
0.05,0,0,7552874,76291,1
0.05,1180,22426,6688612,68515,1
0.05,861,16361,7619819,77663,1
0.05,0,0,8391836,84766,1
0.05,0,0,7481166,75567,1
0.05,0,0,7679615,77571,1
0.05,0,0,7136533,72086,1
0.05,634,12060,6899986,70209,1
0.05,655,12454,6829604,69515,1
0.05,0,0,8086586,81682,1
0.05,0,0,6476054,65414,1
0.05,0,0,8198009,82808,1
0.05,0,0,6620842,66877,1
